Title,,,,,,,,,,,,,
Description,,,,,,,,,,,,,
Date,Longitude,Latitude,Altitude [m],Source,GlobalCellId,PCI,Frequency [MHz],LTE NB-RSRP_Top1_byPower [dBm],LTE NB-RSRP_Top2_byPower [dBm],LTE NB-RSRP_Top3_byPower [dBm],LTE NB-RSRQ_Top1_byPower [dB],LTE NB-RSRQ_Top2_byPower [dB],LTE NB-RSRQ_Top3_byPower [dB]
11/4/2025 15:31:41.874,-73.0187734741259,5.0279113,987,Scanner,LTE 732/103/250129/52,452,768,-88.23,,,-12.97,,
11/4/2025 15:31:42.613,-73.0187732639278,5.02791128196393,987,Scanner,LTE 732/101/4363/202,204,1937.5,,-96.93,,,-14.01,
11/4/2025 15:31:42.984,-73.0187731917836,5.02791124589178,987,Scanner,,167,768,,,-98.1,,,-17.26
11/4/2025 15:31:42.984,-73.0187731917836,5.02791124589178,987,Scanner,LTE 732/123/250129/52,452,768,-88.16,,,-12.73,,
11/4/2025 15:31:42.984,-73.0187731917836,5.02791124589178,987,Scanner,LTE 732/103/250129/52,452,768,-88.16,,,-12.73,,
11/4/2025 15:31:43.892,-73.018773365748,5.0279112,987,Scanner,LTE 732/101/4363/202,204,1937.5,,-97.44,,,-13.85,
11/4/2025 15:31:44.031,-73.0187734543307,5.0279112,987,Scanner,,167,768,,,-98.3,,,-19.26
11/4/2025 15:31:44.031,-73.0187734543307,5.0279112,987,Scanner,LTE 732/123/250129/52,452,768,-87.54,,,-12.77,,
11/4/2025 15:31:44.031,-73.0187734543307,5.0279112,987,Scanner,LTE 732/103/250129/52,452,768,-87.54,,,-12.77,,
11/4/2025 15:31:44.513,-73.0187737290416,5.02791120580833,987,Scanner,LTE 732/101/4363/202,204,1937.5,,-97.3,,,-13.87,
11/4/2025 15:31:44.876,-73.0187739032914,5.02791124065828,987,Scanner,,167,768,,,-99.4,,,-19.45
11/4/2025 15:31:44.876,-73.0187739032914,5.02791124065828,987,Scanner,LTE 732/123/250129/52,452,768,-88.32,,,-12.88,,
11/4/2025 15:31:44.876,-73.0187739032914,5.02791124065828,987,Scanner,LTE 732/103/250129/52,452,768,-88.32,,,-12.88,,
11/4/2025 15:31:47.648,-73.0187758610018,5.02791192683363,987,Scanner,,452,768,-88.23,,,-12.86,,
11/4/2025 15:31:47.878,-73.0187759898032,5.02791194830054,987,Scanner,,397,793,,,-102.31,,,-13.56
11/4/2025 15:31:48.096,-73.0187761025045,5.02791196708408,987,Scanner,,204,1937.5,,-98.71,,,-13.87,
11/4/2025 15:31:48.647,-73.0187763692974,5.0279119653513,987,Scanner,,452,768,-88.14,,,-13.1,,
11/4/2025 15:31:48.647,-73.0187763692974,5.0279119653513,987,Scanner,,451,768,,,-102.25,,,-27.21
11/4/2025 15:31:49.253,-73.0187766118383,5.02791184408085,987,Scanner,,204,1937.5,,-99.6,,,-14.35,
11/4/2025 15:31:49.666,-73.0187768044084,5.0279118,987,Scanner,,451,768,,,-101.83,,,-26.68
11/4/2025 15:31:49.666,-73.0187768044084,5.0279118,987,Scanner,LTE 732/123/250129/52,452,768,-88.35,,,-13.2,,
11/4/2025 15:31:49.666,-73.0187768044084,5.0279118,987,Scanner,LTE 732/103/250129/52,452,768,-88.35,,,-13.2,,
11/4/2025 15:31:50.372,-73.0187772165289,5.0279118,987,Scanner,,204,1937.5,,-99.33,,,-14.64,
11/4/2025 15:31:50.648,-73.0187773652893,5.0279118,987,Scanner,,451,768,,,-101.84,,,-26.46
11/4/2025 15:31:50.648,-73.0187773652893,5.0279118,987,Scanner,LTE 732/123/250129/52,452,768,-88.43,,,-13.05,,
11/4/2025 15:31:50.648,-73.0187773652893,5.0279118,987,Scanner,LTE 732/103/250129/52,452,768,-88.43,,,-13.05,,
11/4/2025 15:31:51.195,-73.0187776628099,5.0279118,987,Scanner,LTE 732/101/4363/202,204,1937.5,,-99.57,,,-14.35,
11/4/2025 15:31:51.649,-73.0187778410557,5.02791173841642,987,Scanner,,451,768,,,-102.21,,,-27.11
11/4/2025 15:31:51.649,-73.0187778410557,5.02791173841642,987,Scanner,LTE 732/123/250129/52,452,768,-88.03,,,-12.93,,
11/4/2025 15:31:51.649,-73.0187778410557,5.02791173841642,987,Scanner,LTE 732/103/250129/52,452,768,-88.03,,,-12.93,,
11/4/2025 15:31:52.468,-73.018778,5.0279115,987,Scanner,LTE 732/101/4363/202,204,1937.5,,-97.87,,,-14.4,
11/4/2025 15:31:52.650,-73.0187780552147,5.02791144478528,987,Scanner,,336,768,,-96.09,,,-15.96,
11/4/2025 15:31:52.650,-73.0187780552147,5.02791144478528,987,Scanner,LTE 732/123/250129/52,452,768,-88.61,,,-12.85,,
11/4/2025 15:31:52.650,-73.0187780552147,5.02791144478528,987,Scanner,LTE 732/103/250129/52,452,768,-88.61,,,-12.85,,
11/4/2025 15:31:53.356,-73.0187782760736,5.02791122392638,987,Scanner,LTE 732/101/4363/202,204,1937.5,,,-99,,,-14.06
11/4/2025 15:31:53.651,-73.0187783835821,5.02791115820896,987,Scanner,,336,768,,-96.68,,,-18.08,
11/4/2025 15:31:53.651,-73.0187783835821,5.02791115820896,987,Scanner,LTE 732/123/250129/52,452,768,-87.98,,,-12.95,,
11/4/2025 15:31:53.651,-73.0187783835821,5.02791115820896,987,Scanner,LTE 732/103/250129/52,452,768,-87.98,,,-12.95,,
11/4/2025 15:31:54.195,-73.0187785985075,5.02791105074627,987,Scanner,LTE 732/101/4363/202,204,1937.5,,,-99.66,,,-14.03
11/4/2025 15:31:54.649,-73.0187787825959,5.0279109380531,987,Scanner,,336,768,,-97.53,,,-18.57,
11/4/2025 15:31:54.649,-73.0187787825959,5.0279109380531,987,Scanner,LTE 732/123/250129/52,452,768,-88.41,,,-12.87,,
11/4/2025 15:31:54.649,-73.0187787825959,5.0279109380531,987,Scanner,LTE 732/103/250129/52,452,768,-88.41,,,-12.87,,
11/4/2025 15:31:55.194,-73.0187789949853,5.02791077876106,987,Scanner,LTE 732/101/4363/202,204,1937.5,,,-98.69,,,-14.29
11/4/2025 15:31:55.648,-73.018779257281,5.02791068252433,986,Scanner,,336,768,,-97.55,,,-18.6,
11/4/2025 15:31:55.648,-73.018779257281,5.02791068252433,986,Scanner,LTE 732/123/250129/52,452,768,-88.24,,,-13.04,,
11/4/2025 15:31:55.648,-73.018779257281,5.02791068252433,986,Scanner,LTE 732/103/250129/52,452,768,-88.24,,,-13.04,,
11/4/2025 15:31:56.246,-73.0187797815511,5.0279106242721,987,Scanner,LTE 732/101/4363/202,204,1937.5,,,-99.53,,,-14.25
11/4/2025 15:31:56.648,-73.0187801709844,5.02791058445596,986,Scanner,,336,768,,-98.01,,,-18.22,
11/4/2025 15:31:56.648,-73.0187801709844,5.02791058445596,986,Scanner,LTE 732/123/250129/52,452,768,-88.35,,,-13.03,,
11/4/2025 15:31:56.648,-73.0187801709844,5.02791058445596,986,Scanner,LTE 732/103/250129/52,452,768,-88.35,,,-13.03,,
11/4/2025 15:31:57.233,-73.0187808549223,5.02791052227979,986,Scanner,LTE 732/101/4363/202,204,1937.5,,,-98.33,,,-14.19
11/4/2025 15:31:57.646,-73.0187811731707,5.02791044512195,986,Scanner,,336,768,,-97.72,,,-17.34,
11/4/2025 15:31:57.646,-73.0187811731707,5.02791044512195,986,Scanner,LTE 732/123/250129/52,452,768,-89.61,,,-13.01,,
11/4/2025 15:31:57.646,-73.0187811731707,5.02791044512195,986,Scanner,LTE 732/103/250129/52,452,768,-89.61,,,-13.01,,
11/4/2025 15:31:58.371,-73.0187814658537,5.02791022560976,986,Scanner,LTE 732/101/4363/202,204,1937.5,,,-101.13,,,-14.26
11/4/2025 15:31:58.646,-73.0187816189802,5.02791021983003,986,Scanner,,336,768,,,-99.39,,,-18.9
11/4/2025 15:31:58.646,-73.0187816189802,5.02791021983003,986,Scanner,LTE 732/123/250129/52,452,768,-88.72,,,-12.93,,
11/4/2025 15:31:58.646,-73.0187816189802,5.02791021983003,986,Scanner,LTE 732/103/250129/52,452,768,-88.72,,,-12.93,,
11/4/2025 15:31:59.209,-73.0187819249292,5.02791027082153,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-98.81,,,-13.93,
11/4/2025 15:31:59.646,-73.0187821941423,5.0279103,986,Scanner,,167,768,,-95.77,,,-15.46,
11/4/2025 15:31:59.646,-73.0187821941423,5.0279103,986,Scanner,LTE 732/123/250129/52,452,768,-88.28,,,-12.91,,
11/4/2025 15:31:59.646,-73.0187821941423,5.0279103,986,Scanner,LTE 732/103/250129/52,452,768,-88.28,,,-12.91,,
11/4/2025 15:32:00.210,-73.0187825330544,5.0279103,986,Scanner,LTE 732/101/4363/202,204,1937.5,,,-96.27,,,-13.81
11/4/2025 15:32:00.646,-73.0187828398054,5.02791028252433,986,Scanner,,167,768,,-95.62,,,-14.95,
11/4/2025 15:32:00.646,-73.0187828398054,5.02791028252433,986,Scanner,,336,768,,,-97.15,,,-16.6
11/4/2025 15:32:00.646,-73.0187828398054,5.02791028252433,986,Scanner,LTE 732/123/250129/52,452,768,-91.05,,,-13.46,,
11/4/2025 15:32:00.646,-73.0187828398054,5.02791028252433,986,Scanner,LTE 732/103/250129/52,452,768,-91.05,,,-13.46,,
11/4/2025 15:32:01.646,-73.0187835,5.02791021556017,986,Scanner,,167,768,,-95.93,,,-15.83,
11/4/2025 15:32:01.646,-73.0187835,5.02791021556017,986,Scanner,,336,768,,,-96.36,,,-16.26
11/4/2025 15:32:01.646,-73.0187835,5.02791021556017,986,Scanner,LTE 732/123/250129/52,452,768,-92.19,,,-13.63,,
11/4/2025 15:32:01.646,-73.0187835,5.02791021556017,986,Scanner,LTE 732/103/250129/52,452,768,-92.19,,,-13.63,,
11/4/2025 15:32:02.646,-73.0187834635996,5.0279102635996,986,Scanner,,167,768,,-96.43,,,-19.44,
11/4/2025 15:32:02.646,-73.0187834635996,5.0279102635996,986,Scanner,LTE 732/123/250129/52,452,768,-86.46,,,-12.83,,
11/4/2025 15:32:02.646,-73.0187834635996,5.0279102635996,986,Scanner,LTE 732/103/250129/52,452,768,-86.46,,,-12.83,,
11/4/2025 15:32:03.238,-73.0187833422649,5.02791014226491,986,Scanner,LTE 732/101/4363/202,204,1937.5,,,-97.76,,,-13.98
11/4/2025 15:32:03.647,-73.0187833207714,5.0279101,986,Scanner,,167,768,,-96.69,,,-18.23,
11/4/2025 15:32:03.647,-73.0187833207714,5.0279101,986,Scanner,LTE 732/123/250129/52,452,768,-86.94,,,-13.09,,
11/4/2025 15:32:03.647,-73.0187833207714,5.0279101,986,Scanner,LTE 732/103/250129/52,452,768,-86.94,,,-13.09,,
11/4/2025 15:32:04.293,-73.0187833830858,5.0279101,986,Scanner,LTE 732/101/4363/202,204,1937.5,,,-99.29,,,-14.09
11/4/2025 15:32:04.647,-73.0187834,5.02791011657453,986,Scanner,,167,768,,-97.35,,,-18.56,
11/4/2025 15:32:04.647,-73.0187834,5.02791011657453,986,Scanner,LTE 732/123/250129/52,452,768,-87.84,,,-12.89,,
11/4/2025 15:32:04.647,-73.0187834,5.02791011657453,986,Scanner,LTE 732/103/250129/52,452,768,-87.84,,,-12.89,,
11/4/2025 15:32:05.289,-73.0187834,5.02791017734781,986,Scanner,LTE 732/101/4363/202,204,1937.5,,,-98.22,,,-14.01
11/4/2025 15:32:05.705,-73.0187834185874,5.02791021858736,986,Scanner,,167,768,,-96.81,,,-15.13,
11/4/2025 15:32:05.705,-73.0187834185874,5.02791021858736,986,Scanner,LTE 732/123/250129/52,452,768,-89.69,,,-13,,
11/4/2025 15:32:05.705,-73.0187834185874,5.02791021858736,986,Scanner,LTE 732/103/250129/52,452,768,-89.69,,,-13,,
11/4/2025 15:32:06.192,-73.0187834817844,5.02791028178439,986,Scanner,LTE 732/101/4363/202,204,1937.5,,,-99.42,,,-14.07
11/4/2025 15:32:06.776,-73.0187832190636,5.02791001906355,986,Scanner,,167,768,,-96.83,,,-17.24,
11/4/2025 15:32:06.776,-73.0187832190636,5.02791001906355,986,Scanner,LTE 732/123/250129/52,452,768,-88.85,,,-12.87,,
11/4/2025 15:32:06.776,-73.0187832190636,5.02791001906355,986,Scanner,LTE 732/103/250129/52,452,768,-88.85,,,-12.87,,
11/4/2025 15:32:07.263,-73.0187828979933,5.02790969799331,986,Scanner,LTE 732/101/4363/202,204,1937.5,,,-97.95,,,-14.21
11/4/2025 15:32:07.646,-73.0187826666255,5.02790946662546,986,Scanner,,167,768,,,-98.51,,,-17.48
11/4/2025 15:32:07.646,-73.0187826666255,5.02790946662546,986,Scanner,LTE 732/123/250129/52,452,768,-88.08,,,-12.79,,
11/4/2025 15:32:07.646,-73.0187826666255,5.02790946662546,986,Scanner,LTE 732/103/250129/52,452,768,-88.08,,,-12.79,,
11/4/2025 15:32:08.191,-73.0187824552534,5.0279092552534,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-97.41,,,-13.8,
11/4/2025 15:32:08.645,-73.0187822932384,5.02790917330961,986,Scanner,,167,768,,-97.82,,,-17.78,
11/4/2025 15:32:08.645,-73.0187822932384,5.02790917330961,986,Scanner,LTE 732/123/250129/52,452,768,-88.21,,,-12.88,,
11/4/2025 15:32:08.645,-73.0187822932384,5.02790917330961,986,Scanner,LTE 732/103/250129/52,452,768,-88.21,,,-12.88,,
11/4/2025 15:32:08.645,-73.0187822932384,5.02790917330961,986,Scanner,LTE 732/103/832019/183,336,768,,,-98.83,,,-18.79
11/4/2025 15:32:09.644,-73.0187819586207,5.02790914137931,986,Scanner,,167,768,,-95.99,,,-15.91,
11/4/2025 15:32:09.644,-73.0187819586207,5.02790914137931,986,Scanner,LTE 732/123/250129/52,452,768,-89.05,,,-12.91,,
11/4/2025 15:32:09.644,-73.0187819586207,5.02790914137931,986,Scanner,LTE 732/103/250129/52,452,768,-89.05,,,-12.91,,
11/4/2025 15:32:10.647,-73.018781721671,5.02790914334204,986,Scanner,LTE 732/101/4363/202,204,1937.5,,,-98.95,,,-14.24
11/4/2025 15:32:12.392,-73.0187814,5.0279084,986,Scanner,LTE 732/123/250129/52,452,768,-88.81,,,-12.9,,
11/4/2025 15:32:12.392,-73.0187814,5.0279084,986,Scanner,LTE 732/103/250129/52,452,768,-88.81,,,-12.9,,
11/4/2025 15:32:12.392,-73.0187814,5.0279084,986,Scanner,LTE 732/103/832019/183,336,768,,,-99.03,,,-18.57
11/4/2025 15:32:12.516,-73.0187814,5.02790838941799,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-97.63,,,-13.72,
11/4/2025 15:32:13.925,-73.018781608111,5.0279083,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-98.18,,,-13.85,
11/4/2025 15:32:14.708,-73.0187819903955,5.02790834519774,986,Scanner,,167,768,,,-98.97,,,-17.56
11/4/2025 15:32:14.708,-73.0187819903955,5.02790834519774,986,Scanner,LTE 732/123/250129/52,452,768,-89.18,,,-12.84,,
11/4/2025 15:32:14.708,-73.0187819903955,5.02790834519774,986,Scanner,LTE 732/103/250129/52,452,768,-89.18,,,-12.84,,
11/4/2025 15:32:15.189,-73.0187821711864,5.02790843559322,986,Scanner,LTE 732/101/4363/202,204,1937.5,,,-98.06,,,-13.92
11/4/2025 15:32:15.285,-73.0187822050848,5.02790845254237,986,Scanner,,167,768,,-97.64,,,-17.02,
11/4/2025 15:32:15.285,-73.0187822050848,5.02790845254237,986,Scanner,LTE 732/123/250129/52,452,768,-88.63,,,-12.76,,
11/4/2025 15:32:15.285,-73.0187822050848,5.02790845254237,986,Scanner,LTE 732/103/250129/52,452,768,-88.63,,,-12.76,,
11/4/2025 15:32:15.477,-73.0187822841808,5.02790849209039,986,Scanner,,167,768,,,-98.89,,,-18.86
11/4/2025 15:32:15.477,-73.0187822841808,5.02790849209039,986,Scanner,LTE 732/123/250129/52,452,768,-89.29,,,-13.19,,
11/4/2025 15:32:15.477,-73.0187822841808,5.02790849209039,986,Scanner,LTE 732/103/250129/52,452,768,-89.29,,,-13.19,,
11/4/2025 15:32:15.715,-73.0187824065089,5.0279085852071,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-97.3,,,-13.8,
11/4/2025 15:32:15.907,-73.0187825307692,5.02790868461538,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-97.63,,,-13.79,
11/4/2025 15:32:16.142,-73.0187826727811,5.02790879822485,986,Scanner,,167,768,,,-97.89,,,-19.59
11/4/2025 15:32:16.142,-73.0187826727811,5.02790879822485,986,Scanner,LTE 732/123/250129/52,452,768,-89.48,,,-13.2,,
11/4/2025 15:32:16.142,-73.0187826727811,5.02790879822485,986,Scanner,LTE 732/103/250129/52,452,768,-89.48,,,-13.2,,
11/4/2025 15:32:16.334,-73.01878277929,5.02790888343195,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-97.08,,,-13.37,
11/4/2025 15:32:16.641,-73.0187830075149,5.02790917668659,986,Scanner,,167,768,,,-98.39,,,-16.62
11/4/2025 15:32:16.641,-73.0187830075149,5.02790917668659,986,Scanner,LTE 732/123/250129/52,452,768,-90.32,,,-13.14,,
11/4/2025 15:32:16.641,-73.0187830075149,5.02790917668659,986,Scanner,LTE 732/103/250129/52,452,768,-90.32,,,-13.14,,
11/4/2025 15:32:17.356,-73.0187835608881,5.02790991451751,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-98.47,,,-13.97,
11/4/2025 15:32:17.788,-73.0187839660099,5.0279105137931,986,Scanner,,167,768,,,-98.98,,,-18.52
11/4/2025 15:32:17.788,-73.0187839660099,5.0279105137931,986,Scanner,LTE 732/123/250129/52,452,768,-88.96,,,-13.03,,
11/4/2025 15:32:17.788,-73.0187839660099,5.0279105137931,986,Scanner,LTE 732/103/250129/52,452,768,-88.96,,,-13.03,,
11/4/2025 15:32:18.186,-73.0187844315271,5.02791123793103,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-98.05,,,-14.02,
11/4/2025 15:32:18.640,-73.0187848097902,5.02791178846154,986,Scanner,,167,768,,,-98.9,,,-20.03
11/4/2025 15:32:18.640,-73.0187848097902,5.02791178846154,986,Scanner,LTE 732/123/250129/52,452,768,-88.46,,,-12.91,,
11/4/2025 15:32:18.640,-73.0187848097902,5.02791178846154,986,Scanner,LTE 732/103/250129/52,452,768,-88.46,,,-12.91,,
11/4/2025 15:32:19.445,-73.0187853552448,5.02791253846154,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-96.81,,,-13.68,
11/4/2025 15:32:19.722,-73.0187855740933,5.02791277409326,986,Scanner,,167,768,,,-98.71,,,-18.43
11/4/2025 15:32:19.722,-73.0187855740933,5.02791277409326,986,Scanner,LTE 732/123/250129/52,452,768,-88.51,,,-13,,
11/4/2025 15:32:19.722,-73.0187855740933,5.02791277409326,986,Scanner,LTE 732/103/250129/52,452,768,-88.51,,,-13,,
11/4/2025 15:32:20.288,-73.0187859658031,5.02791316580311,986,Scanner,LTE 732/101/4363/202,204,1937.5,,,-97.82,,,-13.89
11/4/2025 15:32:20.641,-73.0187862644665,5.02791359238481,986,Scanner,,167,768,,-97.3,,,-18.21,
11/4/2025 15:32:20.641,-73.0187862644665,5.02791359238481,986,Scanner,LTE 732/123/250129/52,452,768,-88.57,,,-13.28,,
11/4/2025 15:32:20.641,-73.0187862644665,5.02791359238481,986,Scanner,LTE 732/103/250129/52,452,768,-88.57,,,-13.28,,
11/4/2025 15:32:21.187,-73.0187867578658,5.02791446953925,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-97.11,,,-14.02,
11/4/2025 15:32:21.642,-73.0187870236487,5.02791492364865,986,Scanner,,167,768,,,-99.79,,,-19.79
11/4/2025 15:32:21.642,-73.0187870236487,5.02791492364865,986,Scanner,LTE 732/123/250129/52,452,768,-88.53,,,-13.02,,
11/4/2025 15:32:21.642,-73.0187870236487,5.02791492364865,986,Scanner,LTE 732/103/250129/52,452,768,-88.53,,,-13.02,,
11/4/2025 15:32:22.488,-73.0187871756938,5.02791518923465,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-98.58,,,-13.86,
11/4/2025 15:32:22.645,-73.0187872513877,5.0279153784693,986,Scanner,,167,768,,,-99.95,,,-20.06
11/4/2025 15:32:22.645,-73.0187872513877,5.0279153784693,986,Scanner,LTE 732/123/250129/52,452,768,-88.11,,,-12.83,,
11/4/2025 15:32:22.645,-73.0187872513877,5.0279153784693,986,Scanner,LTE 732/103/250129/52,452,768,-88.11,,,-12.83,,
11/4/2025 15:32:23.523,-73.0187877,5.0279165,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-99.65,,,-14.39,
11/4/2025 15:32:23.646,-73.0187877753927,5.02791677643979,986,Scanner,,167,768,,,-100.81,,,-21.44
11/4/2025 15:32:23.646,-73.0187877753927,5.02791677643979,986,Scanner,LTE 732/123/250129/52,452,768,-87.91,,,-12.77,,
11/4/2025 15:32:23.646,-73.0187877753927,5.02791677643979,986,Scanner,LTE 732/103/250129/52,452,768,-87.91,,,-12.77,,
11/4/2025 15:32:24.277,-73.0187881712042,5.02791822774869,986,Scanner,LTE 732/101/4363/202,204,1937.5,,-97.53,,,-13.92,
11/4/2025 15:32:24.647,-73.0187883688993,5.02791899282199,987,Scanner,LTE 732/123/250129/52,452,768,-88.6,,,-12.75,,
11/4/2025 15:32:24.647,-73.0187883688993,5.02791899282199,987,Scanner,LTE 732/103/250129/52,452,768,-88.6,,,-12.75,,
11/4/2025 15:32:24.647,-73.0187883688993,5.02791899282199,987,Scanner,LTE 732/103/832019/183,336,768,,,-101.09,,,-20.54
11/4/2025 15:32:25.194,-73.0187885755972,5.02791987128796,987,Scanner,LTE 732/101/4363/202,204,1937.5,,-98.38,,,-13.97,
11/4/2025 15:32:25.649,-73.0187887141844,5.02792057021277,987,Scanner,,167,768,,,-99.04,,,-19.35
11/4/2025 15:32:25.649,-73.0187887141844,5.02792057021277,987,Scanner,LTE 732/123/250129/52,452,768,-88.55,,,-12.88,,
11/4/2025 15:32:25.649,-73.0187887141844,5.02792057021277,987,Scanner,LTE 732/103/250129/52,452,768,-88.55,,,-12.88,,
11/4/2025 15:32:26.326,-73.0187887957447,5.02792154893617,987,Scanner,LTE 732/101/4363/202,204,1937.5,,-97.94,,,-13.5,
11/4/2025 15:32:26.758,-73.0187887653025,5.02792187758007,987,Scanner,,167,768,,,-100.03,,,-19.32
11/4/2025 15:32:26.758,-73.0187887653025,5.02792187758007,987,Scanner,LTE 732/123/250129/52,452,768,-88.94,,,-13.11,,
